Date,District,Market Type,Commercial Type,Quality Grade,Price,, 
10/31/2017,Gampaha,Local,Korikan,Standard,50,,
11/7/2017,Kurunegala,Export,Peedunu,Premium,1500,,
11/7/2017,Kurunegala,Export,Peedunu,Standard,1000,,
11/7/2017,Kurunegala,Export,Kanda,Premium,1500,,
11/7/2017,Kurunegala,Export,Kanda,Standard,1000,,
11/7/2017,Kurunegala,Local,Peedunu,Premium,1000,,
11/7/2017,Kurunegala,Local,Peedunu,Standard,500,,
11/7/2017,Kurunegala,Local,Keti,Premium,400,,
11/7/2017,Kurunegala,Local,Keti,Standard,200,,
11/7/2017,Kurunegala,Local,Korikan,Premium,100,,
11/7/2017,Kurunegala,Local,Korikan,Standard,50,,
11/7/2017,Gampaha,Export,Peedunu,Premium,1300,,
11/7/2017,Gampaha,Export,Peedunu,Standard,700,,
11/7/2017,Gampaha,Export,Kanda,Premium,1300,,
11/7/2017,Gampaha,Export,Kanda,Standard,700,,
11/7/2017,Gampaha,Local,Peedunu,Premium,900,,
11/7/2017,Gampaha,Local,Peedunu,Standard,600,,
11/7/2017,Gampaha,Local,Keti,Premium,500,,
11/7/2017,Gampaha,Local,Keti,Standard,300,,
11/7/2017,Gampaha,Local,Korikan,Premium,200,,
11/7/2017,Gampaha,Local,Korikan,Standard,100,,
11/14/2017,Kurunegala,Export,Peedunu,Premium,1000,,
11/14/2017,Kurunegala,Export,Peedunu,Standard,800,,
11/14/2017,Kurunegala,Export,Kanda,Premium,1500,,
11/14/2017,Kurunegala,Export,Kanda,Standard,1000,,
11/14/2017,Kurunegala,Local,Peedunu,Premium,800,,
11/14/2017,Kurunegala,Local,Peedunu,Standard,500,,
11/14/2017,Kurunegala,Local,Keti,Premium,400,,
11/14/2017,Kurunegala,Local,Keti,Standard,200,,
11/14/2017,Kurunegala,Local,Korikan,Premium,100,,
11/14/2017,Kurunegala,Local,Korikan,Standard,50,,
11/14/2017,Gampaha,Export,Peedunu,Premium,1000,,
11/14/2017,Gampaha,Export,Peedunu,Standard,500,,
11/14/2017,Gampaha,Export,Kanda,Premium,1000,,
11/14/2017,Gampaha,Export,Kanda,Standard,500,,
11/14/2017,Gampaha,Local,Peedunu,Premium,500,,
11/14/2017,Gampaha,Local,Peedunu,Standard,350,,
11/14/2017,Gampaha,Local,Keti,Premium,300,,
11/14/2017,Gampaha,Local,Keti,Standard,200,,
11/14/2017,Gampaha,Local,Korikan,Premium,100,,
11/14/2017,Gampaha,Local,Korikan,Standard,50,,
11/21/2017,Kurunegala,Export,Peedunu,Premium,2000,,
11/21/2017,Kurunegala,Export,Peedunu,Standard,1000,,
11/21/2017,Kurunegala,Export,Kanda,Premium,2200,,
11/21/2017,Kurunegala,Export,Kanda,Standard,1000,,
11/21/2017,Kurunegala,Local,Peedunu,Premium,600,,
11/21/2017,Kurunegala,Local,Peedunu,Standard,500,,
11/21/2017,Kurunegala,Local,Keti,Premium,300,,
11/21/2017,Kurunegala,Local,Keti,Standard,200,,
11/21/2017,Kurunegala,Local,Korikan,Premium,100,,
11/21/2017,Kurunegala,Local,Korikan,Standard,50,,
11/21/2017,Gampaha,Export,Peedunu,Premium,1500,,
11/21/2017,Gampaha,Export,Peedunu,Standard,800,,
11/21/2017,Gampaha,Export,Kanda,Premium,2000,,
11/21/2017,Gampaha,Export,Kanda,Standard,1200,,
11/21/2017,Gampaha,Local,Peedunu,Premium,700,,
11/21/2017,Gampaha,Local,Peedunu,Standard,500,,
11/21/2017,Gampaha,Local,Keti,Premium,400,,
11/21/2017,Gampaha,Local,Keti,Standard,300,,
11/21/2017,Gampaha,Local,Korikan,Premium,100,,
11/21/2017,Gampaha,Local,Korikan,Standard,50,,
11/28/2017,Kurunegala,Export,Peedunu,Premium,1500,,
11/28/2017,Kurunegala,Export,Peedunu,Standard,1000,,
11/28/2017,Kurunegala,Export,Kanda,Premium,2000,,
11/28/2017,Kurunegala,Export,Kanda,Standard,1500,,
11/28/2017,Kurunegala,Local,Peedunu,Premium,1000,,
11/28/2017,Kurunegala,Local,Peedunu,Standard,800,,
11/28/2017,Kurunegala,Local,Keti,Premium,300,,
11/28/2017,Kurunegala,Local,Keti,Standard,200,,
11/28/2017,Kurunegala,Local,Korikan,Premium,100,,
11/28/2017,Kurunegala,Local,Korikan,Standard,50,,
11/28/2017,Gampaha,Export,Peedunu,Premium,1000,,
11/28/2017,Gampaha,Export,Peedunu,Standard,600,,
11/28/2017,Gampaha,Export,Kanda,Premium,1200,,
11/28/2017,Gampaha,Export,Kanda,Standard,700,,
11/28/2017,Gampaha,Local,Peedunu,Premium,700,,
11/28/2017,Gampaha,Local,Peedunu,Standard,500,,
11/28/2017,Gampaha,Local,Keti,Premium,400,,
11/28/2017,Gampaha,Local,Keti,Standard,300,,
11/28/2017,Gampaha,Local,Korikan,Premium,100,,
11/28/2017,Gampaha,Local,Korikan,Standard,50,,
12/5/2017,Kurunegala,Export,Peedunu,Premium,1500,,
12/5/2017,Kurunegala,Export,Peedunu,Standard,1000,,
12/5/2017,Kurunegala,Export,Kanda,Premium,2000,,
12/5/2017,Kurunegala,Export,Kanda,Standard,1000,,
12/5/2017,Kurunegala,Local,Peedunu,Premium,1000,,
12/5/2017,Kurunegala,Local,Peedunu,Standard,800,,
12/5/2017,Kurunegala,Local,Keti,Premium,400,,
12/5/2017,Kurunegala,Local,Keti,Standard,200,,
12/5/2017,Kurunegala,Local,Korikan,Premium,100,,
12/5/2017,Kurunegala,Local,Korikan,Standard,50,,
12/5/2017,Gampaha,Export,Peedunu,Premium,2500,,
12/5/2017,Gampaha,Export,Peedunu,Standard,1500,,
12/5/2017,Gampaha,Export,Kanda,Premium,3000,,
12/5/2017,Gampaha,Export,Kanda,Standard,2000,,
12/5/2017,Gampaha,Local,Peedunu,Premium,900,,
12/5/2017,Gampaha,Local,Peedunu,Standard,800,,
12/5/2017,Gampaha,Local,Keti,Premium,600,,
12/5/2017,Gampaha,Local,Keti,Standard,500,,
12/5/2017,Gampaha,Local,Korikan,Premium,100,,
12/5/2017,Gampaha,Local,Korikan,Standard,50,,
12/12/2017,Kurunegala,Export,Peedunu,Premium,1500,,
12/12/2017,Kurunegala,Export,Peedunu,Standard,1000,,
12/12/2017,Kurunegala,Export,Kanda,Premium,2200,,
12/12/2017,Kurunegala,Export,Kanda,Standard,1000,,
12/12/2017,Kurunegala,Local,Peedunu,Premium,1000,,
12/12/2017,Kurunegala,Local,Peedunu,Standard,800,,
12/12/2017,Kurunegala,Local,Keti,Premium,500,,
12/12/2017,Kurunegala,Local,Keti,Standard,300,,
12/12/2017,Kurunegala,Local,Korikan,Premium,150,,
12/12/2017,Kurunegala,Local,Korikan,Standard,100,,
12/12/2017,Gampaha,Export,Peedunu,Premium,2000,,
12/12/2017,Gampaha,Export,Peedunu,Standard,1200,,
12/12/2017,Gampaha,Export,Kanda,Premium,2500,,
12/12/2017,Gampaha,Export,Kanda,Standard,1500,,
12/12/2017,Gampaha,Local,Peedunu,Premium,1000,,
12/12/2017,Gampaha,Local,Peedunu,Standard,700,,
12/12/2017,Gampaha,Local,Keti,Premium,500,,
12/12/2017,Gampaha,Local,Keti,Standard,300,,
12/12/2017,Gampaha,Local,Korikan,Premium,150,,
12/12/2017,Gampaha,Local,Korikan,Standard,100,,
12/19/2017,Kurunegala,Export,Peedunu,Premium,2000,,
12/19/2017,Kurunegala,Export,Peedunu,Standard,1000,,
12/19/2017,Kurunegala,Export,Kanda,Premium,2500,,
12/19/2017,Kurunegala,Export,Kanda,Standard,1000,,
12/19/2017,Kurunegala,Local,Peedunu,Premium,1200,,
12/19/2017,Kurunegala,Local,Peedunu,Standard,800,,
12/19/2017,Kurunegala,Local,Keti,Premium,500,,
12/19/2017,Kurunegala,Local,Keti,Standard,300,,
12/19/2017,Kurunegala,Local,Korikan,Premium,150,,
12/19/2017,Kurunegala,Local,Korikan,Standard,100,,
12/19/2017,Gampaha,Export,Peedunu,Premium,1500,,
12/19/2017,Gampaha,Export,Peedunu,Standard,1000,,
12/19/2017,Gampaha,Export,Kanda,Premium,2500,,
12/19/2017,Gampaha,Export,Kanda,Standard,1500,,
12/19/2017,Gampaha,Local,Peedunu,Premium,900,,
12/19/2017,Gampaha,Local,Peedunu,Standard,500,,
12/19/2017,Gampaha,Local,Keti,Premium,500,,
12/19/2017,Gampaha,Local,Keti,Standard,300,,
12/19/2017,Gampaha,Local,Korikan,Premium,150,,
12/19/2017,Gampaha,Local,Korikan,Standard,100,,
12/26/2017,Kurunegala,Export,Peedunu,Premium,2000,,
12/26/2017,Kurunegala,Export,Peedunu,Standard,1000,,
12/26/2017,Kurunegala,Export,Kanda,Premium,2500,,
12/26/2017,Kurunegala,Export,Kanda,Standard,1000,,
12/26/2017,Kurunegala,Local,Peedunu,Premium,1200,,
12/26/2017,Kurunegala,Local,Peedunu,Standard,800,,
12/26/2017,Kurunegala,Local,Keti,Premium,500,,
12/26/2017,Kurunegala,Local,Keti,Standard,300,,
12/26/2017,Kurunegala,Local,Korikan,Premium,150,,
12/26/2017,Kurunegala,Local,Korikan,Standard,100,,
12/26/2017,Gampaha,Export,Peedunu,Premium,1500,,
12/26/2017,Gampaha,Export,Peedunu,Standard,1000,,
12/26/2017,Gampaha,Export,Kanda,Premium,2500,,
12/26/2017,Gampaha,Export,Kanda,Standard,1500,,
12/26/2017,Gampaha,Local,Peedunu,Premium,900,,
12/26/2017,Gampaha,Local,Peedunu,Standard,500,,
12/26/2017,Gampaha,Local,Keti,Premium,500,,
12/26/2017,Gampaha,Local,Keti,Standard,300,,
12/26/2017,Gampaha,Local,Korikan,Premium,150,,
12/26/2017,Gampaha,Local,Korikan,Standard,100,,
1/3/2018,Kurunegala,Export,Peedunu,Premium,4000,,
1/3/2018,Kurunegala,Export,Peedunu,Standard,1500,,
1/3/2018,Kurunegala,Export,Kanda,Premium,3000,,
1/3/2018,Kurunegala,Export,Kanda,Standard,1500,,
1/3/2018,Kurunegala,Local,Peedunu,Premium,2000,,
1/3/2018,Kurunegala,Local,Peedunu,Standard,1000,,
1/3/2018,Kurunegala,Local,Keti,Premium,700,,
1/3/2018,Kurunegala,Local,Keti,Standard,400,,
1/3/2018,Kurunegala,Local,Korikan,Premium,250,,
1/3/2018,Kurunegala,Local,Korikan,Standard,100,,
1/3/2018,Gampaha,Export,Peedunu,Premium,4500,,
1/3/2018,Gampaha,Export,Peedunu,Standard,2500,,
1/3/2018,Gampaha,Export,Kanda,Premium,4500,,
1/3/2018,Gampaha,Export,Kanda,Standard,2500,,
1/3/2018,Gampaha,Local,Peedunu,Premium,2500,,
1/3/2018,Gampaha,Local,Peedunu,Standard,1800,,
1/3/2018,Gampaha,Local,Keti,Premium,1200,,
1/3/2018,Gampaha,Local,Keti,Standard,1000,,
1/3/2018,Gampaha,Local,Korikan,Premium,250,,
1/3/2018,Gampaha,Local,Korikan,Standard,100,,
1/9/2018,Kurunegala,Export,Peedunu,Premium,4500,,
1/9/2018,Kurunegala,Export,Peedunu,Standard,1500,,
1/9/2018,Kurunegala,Export,Kanda,Premium,4000,,
1/9/2018,Kurunegala,Export,Kanda,Standard,1500,,
1/9/2018,Kurunegala,Local,Peedunu,Premium,2000,,
1/9/2018,Kurunegala,Local,Peedunu,Standard,1000,,
1/9/2018,Kurunegala,Local,Keti,Premium,800,,
1/9/2018,Kurunegala,Local,Keti,Standard,400,,
1/9/2018,Kurunegala,Local,Korikan,Premium,250,,
1/9/2018,Kurunegala,Local,Korikan,Standard,150,,
1/9/2018,Gampaha,Export,Peedunu,Premium,4500,,
1/9/2018,Gampaha,Export,Peedunu,Standard,2500,,
1/9/2018,Gampaha,Export,Kanda,Premium,3500,,
1/9/2018,Gampaha,Export,Kanda,Standard,2500,,
1/9/2018,Gampaha,Local,Peedunu,Premium,2000,,
1/9/2018,Gampaha,Local,Peedunu,Standard,1800,,
1/9/2018,Gampaha,Local,Keti,Premium,800,,
1/9/2018,Gampaha,Local,Keti,Standard,500,,
1/9/2018,Gampaha,Local,Korikan,Premium,150,,
1/9/2018,Gampaha,Local,Korikan,Standard,150,,
1/16/2018,Kurunegala,Export,Peedunu,Premium,5000,,
1/16/2018,Kurunegala,Export,Peedunu,Standard,1500,,
1/16/2018,Kurunegala,Export,Kanda,Premium,4000,,
1/16/2018,Kurunegala,Export,Kanda,Standard,1500,,
1/16/2018,Kurunegala,Local,Peedunu,Premium,2000,,
1/16/2018,Kurunegala,Local,Peedunu,Standard,1000,,
1/16/2018,Kurunegala,Local,Keti,Premium,800,,
1/16/2018,Kurunegala,Local,Keti,Standard,400,,
1/16/2018,Kurunegala,Local,Korikan,Premium,250,,
1/16/2018,Kurunegala,Local,Korikan,Standard,150,,
1/16/2018,Gampaha,Export,Peedunu,Premium,3500,,
1/16/2018,Gampaha,Export,Peedunu,Standard,2000,,
1/16/2018,Gampaha,Export,Kanda,Premium,3000,,
1/16/2018,Gampaha,Export,Kanda,Standard,2000,,
1/16/2018,Gampaha,Local,Peedunu,Premium,1500,,
1/16/2018,Gampaha,Local,Peedunu,Standard,1200,,
1/16/2018,Gampaha,Local,Keti,Premium,600,,
1/16/2018,Gampaha,Local,Keti,Standard,500,,
1/16/2018,Gampaha,Local,Korikan,Premium,250,,
1/16/2018,Gampaha,Local,Korikan,Standard,150,,
1/23/2018,Kurunegala,Export,Peedunu,Premium,5000,,
1/23/2018,Kurunegala,Export,Peedunu,Standard,2000,,
1/23/2018,Kurunegala,Export,Kanda,Premium,4000,,
1/23/2018,Kurunegala,Export,Kanda,Standard,1500,,
1/23/2018,Kurunegala,Local,Peedunu,Premium,2500,,
1/23/2018,Kurunegala,Local,Peedunu,Standard,1500,,
1/23/2018,Kurunegala,Local,Keti,Premium,1000,,
1/23/2018,Kurunegala,Local,Keti,Standard,500,,
1/23/2018,Kurunegala,Local,Korikan,Premium,500,,
1/23/2018,Kurunegala,Local,Korikan,Standard,200,,
1/23/2018,Gampaha,Export,Peedunu,Premium,4000,,
1/23/2018,Gampaha,Export,Peedunu,Standard,2500,,
1/23/2018,Gampaha,Export,Kanda,Premium,3000,,
1/23/2018,Gampaha,Export,Kanda,Standard,2500,,
1/23/2018,Gampaha,Local,Peedunu,Premium,2000,,
1/23/2018,Gampaha,Local,Peedunu,Standard,1800,,
1/23/2018,Gampaha,Local,Keti,Premium,1200,,
1/23/2018,Gampaha,Local,Keti,Standard,1000,,
1/23/2018,Gampaha,Local,Korikan,Premium,500,,
1/23/2018,Gampaha,Local,Korikan,Standard,200,,
1/29/2018,Kurunegala,Export,Peedunu,Premium,5000,,
1/29/2018,Kurunegala,Export,Peedunu,Standard,2000,,
1/29/2018,Kurunegala,Export,Kanda,Premium,4000,,
1/29/2018,Kurunegala,Export,Kanda,Standard,1500,,
1/29/2018,Kurunegala,Local,Peedunu,Premium,1500,,
1/29/2018,Kurunegala,Local,Peedunu,Standard,1400,,
1/29/2018,Kurunegala,Local,Keti,Premium,900,,
1/29/2018,Kurunegala,Local,Keti,Standard,850,,
1/29/2018,Kurunegala,Local,Korikan,Premium,500,,
1/29/2018,Kurunegala,Local,Korikan,Standard,200,,
1/29/2018,Gampaha,Export,Peedunu,Premium,3200,,
1/29/2018,Gampaha,Export,Peedunu,Standard,2800,,
1/29/2018,Gampaha,Export,Kanda,Premium,3000,,
1/29/2018,Gampaha,Export,Kanda,Standard,2500,,
1/29/2018,Gampaha,Local,Peedunu,Premium,1800,,
1/29/2018,Gampaha,Local,Peedunu,Standard,1500,,
1/29/2018,Gampaha,Local,Keti,Premium,1200,,
1/29/2018,Gampaha,Local,Keti,Standard,800,,
1/29/2018,Gampaha,Local,Korikan,Premium,300,,
1/29/2018,Gampaha,Local,Korikan,Standard,300,,
2/6/2018,Kurunegala,Export,Peedunu,Premium,4500,,
2/6/2018,Kurunegala,Export,Peedunu,Standard,2000,,
2/6/2018,Kurunegala,Export,Kanda,Premium,4000,,
2/6/2018,Kurunegala,Export,Kanda,Standard,2000,,
2/6/2018,Kurunegala,Local,Peedunu,Premium,2000,,
2/6/2018,Kurunegala,Local,Peedunu,Standard,1000,,
2/6/2018,Kurunegala,Local,Keti,Premium,800,,
2/6/2018,Kurunegala,Local,Keti,Standard,500,,
2/6/2018,Kurunegala,Local,Korikan,Premium,400,,
2/6/2018,Kurunegala,Local,Korikan,Standard,200,,
2/6/2018,Gampaha,Export,Peedunu,Premium,4000,,
2/6/2018,Gampaha,Export,Peedunu,Standard,3000,,
2/6/2018,Gampaha,Export,Kanda,Premium,3000,,
2/6/2018,Gampaha,Export,Kanda,Standard,2500,,
2/6/2018,Gampaha,Local,Peedunu,Premium,2000,,
2/6/2018,Gampaha,Local,Peedunu,Standard,1500,,
2/6/2018,Gampaha,Local,Keti,Premium,1200,,
2/6/2018,Gampaha,Local,Keti,Standard,800,,
2/6/2018,Gampaha,Local,Korikan,Premium,500,,
2/6/2018,Gampaha,Local,Korikan,Standard,500,,
2/12/2018,Kurunegala,Export,Peedunu,Premium,4500,,
2/12/2018,Kurunegala,Export,Peedunu,Standard,2000,,
2/12/2018,Kurunegala,Export,Kanda,Premium,4000,,
2/12/2018,Kurunegala,Export,Kanda,Standard,2000,,
2/12/2018,Kurunegala,Local,Peedunu,Premium,2250,,
2/12/2018,Kurunegala,Local,Peedunu,Standard,2225,,
2/12/2018,Kurunegala,Local,Keti,Premium,1000,,
2/12/2018,Kurunegala,Local,Keti,Standard,950,,
2/12/2018,Kurunegala,Local,Korikan,Premium,400,,
2/12/2018,Kurunegala,Local,Korikan,Standard,200,,
2/12/2018,Gampaha,Export,Peedunu,Premium,4500,,
2/12/2018,Gampaha,Export,Peedunu,Standard,3000,,
2/12/2018,Gampaha,Export,Kanda,Premium,4500,,
2/12/2018,Gampaha,Export,Kanda,Standard,3000,,
2/12/2018,Gampaha,Local,Peedunu,Premium,2500,,
2/12/2018,Gampaha,Local,Peedunu,Standard,1700,,
2/12/2018,Gampaha,Local,Keti,Premium,1500,,
2/12/2018,Gampaha,Local,Keti,Standard,1200,,
2/12/2018,Gampaha,Local,Korikan,Premium,500,,
2/12/2018,Gampaha,Local,Korikan,Standard,250,,
2/20/2018,Kurunegala,Export,Peedunu,Premium,4500,,
2/20/2018,Kurunegala,Export,Peedunu,Standard,2000,,
2/20/2018,Kurunegala,Export,Kanda,Premium,4000,,
2/20/2018,Kurunegala,Export,Kanda,Standard,2000,,
2/20/2018,Kurunegala,Local,Peedunu,Premium,2000,,
2/20/2018,Kurunegala,Local,Peedunu,Standard,1000,,
2/20/2018,Kurunegala,Local,Keti,Premium,800,,
2/20/2018,Kurunegala,Local,Keti,Standard,500,,
2/20/2018,Kurunegala,Local,Korikan,Premium,400,,
2/20/2018,Kurunegala,Local,Korikan,Standard,200,,
2/20/2018,Gampaha,Export,Peedunu,Premium,4500,,
2/20/2018,Gampaha,Export,Peedunu,Standard,2500,,
2/20/2018,Gampaha,Export,Kanda,Premium,4500,,
2/20/2018,Gampaha,Export,Kanda,Standard,2500,,
2/20/2018,Gampaha,Local,Peedunu,Premium,2500,,
2/20/2018,Gampaha,Local,Peedunu,Standard,1800,,
2/20/2018,Gampaha,Local,Keti,Premium,1200,,
2/20/2018,Gampaha,Local,Keti,Standard,1000,,
2/20/2018,Gampaha,Local,Korikan,Premium,400,,
2/20/2018,Gampaha,Local,Korikan,Standard,300,,
2/27/2018,Kurunegala,Export,Peedunu,Premium,6500,,
2/27/2018,Kurunegala,Export,Peedunu,Standard,2000,,
2/27/2018,Kurunegala,Export,Kanda,Premium,7500,,
2/27/2018,Kurunegala,Export,Kanda,Standard,2000,,
2/27/2018,Kurunegala,Local,Peedunu,Premium,3000,,
2/27/2018,Kurunegala,Local,Peedunu,Standard,1500,,
2/27/2018,Kurunegala,Local,Keti,Premium,2000,,
2/27/2018,Kurunegala,Local,Keti,Standard,500,,
2/27/2018,Kurunegala,Local,Korikan,Premium,400,,
2/27/2018,Kurunegala,Local,Korikan,Standard,200,,
2/27/2018,Gampaha,Export,Peedunu,Premium,5000,,
2/27/2018,Gampaha,Export,Peedunu,Standard,3000,,
2/27/2018,Gampaha,Export,Kanda,Premium,5000,,
2/27/2018,Gampaha,Export,Kanda,Standard,3000,,
2/27/2018,Gampaha,Local,Peedunu,Premium,3000,,
2/27/2018,Gampaha,Local,Peedunu,Standard,2300,,
2/27/2018,Gampaha,Local,Keti,Premium,1800,,
2/27/2018,Gampaha,Local,Keti,Standard,1500,,
2/27/2018,Gampaha,Local,Korikan,Premium,450,,
2/27/2018,Gampaha,Local,Korikan,Standard,200,,
3/6/2018,Kurunegala,Export,Peedunu,Premium,3500,,
3/6/2018,Kurunegala,Export,Peedunu,Standard,2000,,
3/6/2018,Kurunegala,Export,Kanda,Premium,4000,,
3/6/2018,Kurunegala,Export,Kanda,Standard,2000,,
3/6/2018,Kurunegala,Local,Peedunu,Premium,2500,,
3/6/2018,Kurunegala,Local,Peedunu,Standard,1500,,
3/6/2018,Kurunegala,Local,Keti,Premium,1000,,
3/6/2018,Kurunegala,Local,Keti,Standard,500,,
3/6/2018,Kurunegala,Local,Korikan,Premium,300,,
3/6/2018,Kurunegala,Local,Korikan,Standard,150,,
3/6/2018,Gampaha,Export,Peedunu,Premium,5000,,
3/6/2018,Gampaha,Export,Peedunu,Standard,3000,,
3/6/2018,Gampaha,Export,Kanda,Premium,5000,,
3/6/2018,Gampaha,Export,Kanda,Standard,3000,,
3/6/2018,Gampaha,Local,Peedunu,Premium,2800,,
3/6/2018,Gampaha,Local,Peedunu,Standard,2000,,
3/6/2018,Gampaha,Local,Keti,Premium,1400,,
3/6/2018,Gampaha,Local,Keti,Standard,1200,,
3/6/2018,Gampaha,Local,Korikan,Premium,300,,
3/6/2018,Gampaha,Local,Korikan,Standard,300,,
3/13/2018,Kurunegala,Export,Peedunu,Premium,4500,,
3/13/2018,Kurunegala,Export,Peedunu,Standard,2000,,
3/13/2018,Kurunegala,Export,Kanda,Premium,4500,,
3/13/2018,Kurunegala,Export,Kanda,Standard,2000,,
3/13/2018,Kurunegala,Local,Peedunu,Premium,2500,,
3/13/2018,Kurunegala,Local,Peedunu,Standard,1500,,
3/13/2018,Kurunegala,Local,Keti,Premium,1000,,
3/13/2018,Kurunegala,Local,Keti,Standard,500,,
3/13/2018,Kurunegala,Local,Korikan,Premium,300,,
3/13/2018,Kurunegala,Local,Korikan,Standard,150,,
3/13/2018,Gampaha,Export,Peedunu,Premium,3500,,
3/13/2018,Gampaha,Export,Peedunu,Standard,2500,,
3/13/2018,Gampaha,Export,Kanda,Premium,2000,,
3/13/2018,Gampaha,Export,Kanda,Standard,1000,,
3/13/2018,Gampaha,Local,Peedunu,Premium,2000,,
3/13/2018,Gampaha,Local,Peedunu,Standard,1500,,
3/13/2018,Gampaha,Local,Keti,Premium,1000,,
3/13/2018,Gampaha,Local,Keti,Standard,700,,
3/13/2018,Gampaha,Local,Korikan,Premium,300,,
3/13/2018,Gampaha,Local,Korikan,Standard,300,,
3/20/2018,Kurunegala,Export,Peedunu,Premium,4500,,
3/20/2018,Kurunegala,Export,Peedunu,Standard,2000,,
3/20/2018,Kurunegala,Export,Kanda,Premium,4500,,
3/20/2018,Kurunegala,Export,Kanda,Standard,2000,,
3/20/2018,Kurunegala,Local,Peedunu,Premium,2000,,
3/20/2018,Kurunegala,Local,Peedunu,Standard,1200,,
3/20/2018,Kurunegala,Local,Keti,Premium,800,,
3/20/2018,Kurunegala,Local,Keti,Standard,500,,
3/20/2018,Kurunegala,Local,Korikan,Premium,300,,
3/20/2018,Kurunegala,Local,Korikan,Standard,150,,
3/20/2018,Gampaha,Export,Peedunu,Premium,5000,,
3/20/2018,Gampaha,Export,Peedunu,Standard,3000,,
3/20/2018,Gampaha,Export,Kanda,Premium,5000,,
3/20/2018,Gampaha,Export,Kanda,Standard,3000,,
3/20/2018,Gampaha,Local,Peedunu,Premium,2700,,
3/20/2018,Gampaha,Local,Peedunu,Standard,2000,,
3/20/2018,Gampaha,Local,Keti,Premium,1400,,
3/20/2018,Gampaha,Local,Keti,Standard,1000,,
3/20/2018,Gampaha,Local,Korikan,Premium,300,,
3/20/2018,Gampaha,Local,Korikan,Standard,300,,
3/27/2018,Kurunegala,Export,Peedunu,Premium,6500,,
3/27/2018,Kurunegala,Export,Peedunu,Standard,2000,,
3/27/2018,Kurunegala,Export,Kanda,Premium,7500,,
3/27/2018,Kurunegala,Export,Kanda,Standard,2000,,
3/27/2018,Kurunegala,Local,Peedunu,Premium,3000,,
3/27/2018,Kurunegala,Local,Peedunu,Standard,1500,,
3/27/2018,Kurunegala,Local,Keti,Premium,2000,,
3/27/2018,Kurunegala,Local,Keti,Standard,500,,
3/27/2018,Kurunegala,Local,Korikan,Premium,400,,
3/27/2018,Kurunegala,Local,Korikan,Standard,200,,
3/27/2018,Gampaha,Export,Peedunu,Premium,5000,,
3/27/2018,Gampaha,Export,Peedunu,Standard,3000,,
3/27/2018,Gampaha,Export,Kanda,Premium,5000,,
3/27/2018,Gampaha,Export,Kanda,Standard,3000,,
3/27/2018,Gampaha,Local,Peedunu,Premium,3000,,
3/27/2018,Gampaha,Local,Peedunu,Standard,2300,,
3/27/2018,Gampaha,Local,Keti,Premium,1800,,
3/27/2018,Gampaha,Local,Keti,Standard,1500,,
3/27/2018,Gampaha,Local,Korikan,Premium,450,,
3/27/2018,Gampaha,Local,Korikan,Standard,200,,
4/3/2018,Kurunegala,Export,Peedunu,Premium,7000,,
4/3/2018,Kurunegala,Export,Peedunu,Standard,2000,,
4/3/2018,Kurunegala,Export,Kanda,Premium,7000,,
4/3/2018,Kurunegala,Export,Kanda,Standard,2000,,
4/3/2018,Kurunegala,Local,Peedunu,Premium,3000,,
4/3/2018,Kurunegala,Local,Peedunu,Standard,1500,,
4/3/2018,Kurunegala,Local,Keti,Premium,1500,,
4/3/2018,Kurunegala,Local,Keti,Standard,500,,
4/3/2018,Kurunegala,Local,Korikan,Premium,400,,
4/3/2018,Kurunegala,Local,Korikan,Standard,200,,
4/3/2018,Gampaha,Export,Peedunu,Premium,5000,,
4/3/2018,Gampaha,Export,Peedunu,Standard,3000,,
4/3/2018,Gampaha,Export,Kanda,Premium,5000,,
4/3/2018,Gampaha,Export,Kanda,Standard,3000,,
4/3/2018,Gampaha,Local,Peedunu,Premium,3500,,
4/3/2018,Gampaha,Local,Peedunu,Standard,2500,,
4/3/2018,Gampaha,Local,Keti,Premium,1800,,
4/3/2018,Gampaha,Local,Keti,Standard,1200,,
4/3/2018,Gampaha,Local,Korikan,Premium,400,,
4/3/2018,Gampaha,Local,Korikan,Standard,400,,
4/9/2018,Kurunegala,Export,Peedunu,Premium,7000,,
4/9/2018,Kurunegala,Export,Peedunu,Standard,2000,,
4/9/2018,Kurunegala,Export,Kanda,Premium,7000,,
4/9/2018,Kurunegala,Export,Kanda,Standard,2000,,
4/9/2018,Kurunegala,Local,Peedunu,Premium,2500,,
4/9/2018,Kurunegala,Local,Peedunu,Standard,2500,,
4/9/2018,Kurunegala,Local,Keti,Premium,1500,,
4/9/2018,Kurunegala,Local,Keti,Standard,1500,,
4/9/2018,Kurunegala,Local,Korikan,Premium,400,,
4/9/2018,Kurunegala,Local,Korikan,Standard,200,,
4/9/2018,Gampaha,Export,Peedunu,Premium,5000,,
4/9/2018,Gampaha,Export,Peedunu,Standard,3000,,
4/9/2018,Gampaha,Export,Kanda,Premium,5000,,
4/9/2018,Gampaha,Export,Kanda,Standard,3000,,
4/9/2018,Gampaha,Local,Peedunu,Premium,2500,,
4/9/2018,Gampaha,Local,Peedunu,Standard,1500,,
4/9/2018,Gampaha,Local,Keti,Premium,700,,
4/9/2018,Gampaha,Local,Keti,Standard,500,,
4/9/2018,Gampaha,Local,Korikan,Premium,200,,
4/9/2018,Gampaha,Local,Korikan,Standard,150,,
